# Exhaustive lling-llang stack-safety disposition ledger.
# Rows D001-D091 reproduce the exact direct-candidate order from pgmcp/libcpg run 44bdd341-48f4-46bf-8829-92988abf55b1.
# Rows S001-S005 cover every mutual SCC from that run. Rows L001-L041 cover the independent 213-file Rust recursive-owned-type audit.
# Every final_revision cell identifies the immutable production commit validated by this ledger.
id	kind	discovery_run	baseline_revision	baseline_file	baseline_line	symbol	scc	feature_profile	reachability	depth_driver	observable_order	sharing_cycle_policy	cancellation_cap	baseline_stack_risk	machine	shallow_oracle	formal_obligations	property_laws	deep_wide_lifecycle_test	complexity	allocation_plan	final_revision	disposition	source_evidence
D064	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/presburger.rs	389	crate::push_negation_inward	-	default+all-features	production-library	predicate nesting	left-before-right reconstruction	owned acyclic syntax	residual quantified negation preserved exactly	baseline input-depth native recursion	polarity normalization PDA	src/symbolic/presburger.rs::predicate/NFA semantic unit matrix	PolarityNormalization.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	src/symbolic/presburger.rs::polarity_machine_and_nfa_refine_bounded_recursive_semantics + deep_polarity_and_nfa_compilation_use_constant_native_stack (512 cases; 100,000 levels/256 KiB)	O(n+output) work/O(h+n output) heap	single task/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/presburger.rs:393:push_negation_inward(a) | src/symbolic/presburger.rs:394:push_negation_inward(b) | src/symbolic/presburger.rs:397:push_negation_inward(a) | src/symbolic/presburger.rs:398:push_negation_inward(b) | src/symbolic/presburger.rs:403:push_negation_inward(body)
D065	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/presburger.rs	409	crate::negate_pred	-	default+all-features	production-library	predicate nesting	left-before-right reconstruction	owned acyclic syntax	residual quantified negation preserved exactly	baseline input-depth native recursion	polarity normalization PDA	src/symbolic/presburger.rs::predicate/NFA semantic unit matrix	PolarityNormalization.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	src/symbolic/presburger.rs::polarity_machine_and_nfa_refine_bounded_recursive_semantics + deep_polarity_and_nfa_compilation_use_constant_native_stack (512 cases; 100,000 levels/256 KiB)	O(n+output) work/O(h+n output) heap	single task/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/presburger.rs:419:negate_pred(a) | src/symbolic/presburger.rs:419:negate_pred(b) | src/symbolic/presburger.rs:423:negate_pred(a) | src/symbolic/presburger.rs:423:negate_pred(b)
D066	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/presburger.rs	619	crate::PresburgerNfa::compile_nnf	-	default+all-features	production-library	NNF nesting	left-before-right automata combination	automata ownership unchanged	typed construction; no silent truncation	baseline input-depth native recursion	Presburger compilation PDA	src/symbolic/presburger.rs::predicate/NFA semantic unit matrix	PolarityNormalization.v + SignedPresburgerRemainder.v + ContinuationMachine.v	semantic/order/error equivalence; signed terminal exactness; strict progress; heap-frame well-formedness; native-stack independence	src/symbolic/presburger.rs::polarity_machine_and_nfa_refine_bounded_recursive_semantics + deep_polarity_and_nfa_compilation_use_constant_native_stack (512 cases; 100,000 levels/256 KiB)	automata/output-sensitive; O(h) control heap	typed tasks and automata value stack	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/presburger.rs:625:Self::compile_nnf(a, num_vars, bit_width) | src/symbolic/presburger.rs:626:Self::compile_nnf(b, num_vars, bit_width) | src/symbolic/presburger.rs:630:Self::compile_nnf(a, num_vars, bit_width) | src/symbolic/presburger.rs:631:Self::compile_nnf(b, num_vars, bit_width) | src/symbolic/presburger.rs:638:Self::compile_nnf(inner, num_vars, bit_width) | src/symbolic/presburger.rs:642:Self::compile_nnf(body, num_vars, bit_width)
D067	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	116	crate::NaryProductAlgebra < A >::to_dnf	-	default+all-features	production-library	predicate nesting	left-before-right; DNF/projection order exact	owned acyclic syntax; field algebras borrowed	invalid field/tag semantics preserved	baseline input-depth native recursion	n-ary/sum predicate PDA	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; exact output reservation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/product_nary.rs:123:self.to_dnf(a) | src/symbolic/product_nary.rs:124:self.to_dnf(b) | src/symbolic/product_nary.rs:128:self.to_dnf(a) | src/symbolic/product_nary.rs:129:self.to_dnf(b)
D068	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	247	crate::NaryProductAlgebra < A >::evaluate	-	default+all-features	production-library	predicate nesting	left-before-right; DNF/projection order exact	owned acyclic syntax; field algebras borrowed	invalid field/tag semantics preserved	baseline input-depth native recursion	n-ary/sum predicate PDA	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; exact output reservation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/product_nary.rs:255:self.evaluate(a, elem) | src/symbolic/product_nary.rs:255:self.evaluate(b, elem) | src/symbolic/product_nary.rs:256:self.evaluate(a, elem) | src/symbolic/product_nary.rs:256:self.evaluate(b, elem) | src/symbolic/product_nary.rs:257:self.evaluate(x, elem)
D069	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	314	crate::SumAlgebra < A >::project	-	default+all-features	production-library	predicate nesting	left-before-right; DNF/projection order exact	owned acyclic syntax; field algebras borrowed	invalid field/tag semantics preserved	baseline input-depth native recursion	n-ary/sum predicate PDA	tests/stack_safety_properties.rs::deep_sum_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_sum_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; exact output reservation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/product_nary.rs:333:self.project(a, tag) | src/symbolic/product_nary.rs:333:self.project(b, tag) | src/symbolic/product_nary.rs:334:self.project(a, tag) | src/symbolic/product_nary.rs:334:self.project(b, tag) | src/symbolic/product_nary.rs:335:self.project(x, tag)
D070	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	389	crate::SumAlgebra < A >::evaluate	-	default+all-features	production-library	predicate nesting	left-before-right; DNF/projection order exact	owned acyclic syntax; field algebras borrowed	invalid field/tag semantics preserved	baseline input-depth native recursion	n-ary/sum predicate PDA	tests/stack_safety_properties.rs::deep_sum_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_sum_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; exact output reservation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/product_nary.rs:401:self.evaluate(a, elem) | src/symbolic/product_nary.rs:401:self.evaluate(b, elem) | src/symbolic/product_nary.rs:402:self.evaluate(a, elem) | src/symbolic/product_nary.rs:402:self.evaluate(b, elem) | src/symbolic/product_nary.rs:403:self.evaluate(x, elem)
D071	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/product_nary.rs	65	crate::NaryProductAlgebra < A >::nnf	-	default+all-features	production-library	predicate nesting	left-before-right; DNF/projection order exact	owned acyclic syntax; field algebras borrowed	invalid field/tag semantics preserved	baseline input-depth native recursion	n-ary/sum predicate PDA	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_nary_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; exact output reservation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/product_nary.rs:98:self.nnf(a, true) | src/symbolic/product_nary.rs:98:self.nnf(b, true) | src/symbolic/product_nary.rs:100:self.nnf(a, false) | src/symbolic/product_nary.rs:100:self.nnf(b, false) | src/symbolic/product_nary.rs:105:self.nnf(a, true) | src/symbolic/product_nary.rs:105:self.nnf(b, true) | src/symbolic/product_nary.rs:107:self.nnf(a, false) | src/symbolic/product_nary.rs:107:self.nnf(b, false) | src/symbolic/product_nary.rs:110:self.nnf(x, !negate)
D072	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/regex_sfa.rs	217	crate::compile_eps	-	default+all-features	production-library	RegexPred nesting	left-before-right; Thompson combination order exact	owned acyclic regex syntax	no hidden depth cap	baseline input-depth native recursion	regex compilation PDA	tests/stack_safety_properties.rs::deep_regex_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_regex_predicate_lifecycle_uses_constant_native_stack	automaton/output-sensitive; O(h) control heap	typed tasks and automata value stack	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/regex_sfa.rs:241:compile_eps(algebra, a) | src/symbolic/regex_sfa.rs:241:compile_eps(algebra, b) | src/symbolic/regex_sfa.rs:242:compile_eps(algebra, a) | src/symbolic/regex_sfa.rs:242:compile_eps(algebra, b) | src/symbolic/regex_sfa.rs:243:compile_eps(algebra, a) | src/symbolic/regex_sfa.rs:245:compile_eps(algebra, a).to_sfa(algebra.clone()) | src/symbolic/regex_sfa.rs:245:compile_eps(algebra, a) | src/symbolic/regex_sfa.rs:246:compile_eps(algebra, b).to_sfa(algebra.clone()) | src/symbolic/regex_sfa.rs:246:compile_eps(algebra, b) | src/symbolic/regex_sfa.rs:250:compile_eps(algebra, a).to_sfa(algebra.clone()) | src/symbolic/regex_sfa.rs:250:compile_eps(algebra, a)
D073	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1618	crate::classify_decidability_inner	-	default+all-features	production-library	PredicateExpr nesting	left-before-right; tier joins exact	owned acyclic syntax	bounded-context flag sticky	baseline input-depth native recursion	decidability continuation PDA	tests/stack_safety_properties.rs::shallow_decidability_machine_matches_reference + deep_decidability_expression_lifecycle_uses_constant_native_stack	DecidabilityMachine.v	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::shallow_decidability_machine_matches_reference + deep_decidability_expression_lifecycle_uses_constant_native_stack	O(n) work/O(h) heap	compact typed frames	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:1624:classify_decidability_inner(inner, in_bounded) | src/symbolic/sfa.rs:1627:classify_decidability_inner(a, in_bounded) | src/symbolic/sfa.rs:1628:classify_decidability_inner(b, in_bounded) | src/symbolic/sfa.rs:1635:classify_decidability_inner(body, in_bounded) | src/symbolic/sfa.rs:1641:classify_decidability_inner(body, in_bounded) | src/symbolic/sfa.rs:1653:classify_decidability_inner(body, true)
D074	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1763	crate::ProductPred < A , B >::hash	-	default+all-features	production-library	none	none	not-applicable	not-applicable	none; callee resolves to a distinct symbol	source-dispatch-only	qualified-target/source inspection	source-dispatch proof; no recursive equation	callee identity differs from enclosing symbol	not applicable: no recursion	unchanged; target dispatch only	no recursion allocation	65d82ac550dfee5dceb627457895b035dde49683	false-positive-with-source-evidence	src/symbolic/sfa.rs:1764:std::mem::discriminant(self).hash(state)
D075	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1832	crate::ProductAlgebra < A , B >::to_dnf	-	default+all-features	production-library	ProductPred nesting	left-before-right short-circuit; DNF order exact	owned acyclic syntax	no hidden cap	baseline input-depth native recursion	product predicate polarity/eval PDA	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; negate fused into polarity	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:1842:self.to_dnf(l) | src/symbolic/sfa.rs:1843:self.to_dnf(r) | src/symbolic/sfa.rs:1855:self.to_dnf(l) | src/symbolic/sfa.rs:1856:self.to_dnf(r) | src/symbolic/sfa.rs:1869:self.to_dnf(&negated)
D076	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1875	crate::ProductAlgebra < A , B >::negate_pred	-	default+all-features	production-library	ProductPred nesting	left-before-right short-circuit; DNF order exact	owned acyclic syntax	no hidden cap	baseline input-depth native recursion	product predicate polarity/eval PDA	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; negate fused into polarity	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:1890:self.negate_pred(l) | src/symbolic/sfa.rs:1890:self.negate_pred(r) | src/symbolic/sfa.rs:1894:self.negate_pred(l) | src/symbolic/sfa.rs:1894:self.negate_pred(r)
D077	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	1967	crate::ProductAlgebra < A , B >::evaluate	-	default+all-features	production-library	ProductPred nesting	left-before-right short-circuit; DNF order exact	owned acyclic syntax	no hidden cap	baseline input-depth native recursion	product predicate polarity/eval PDA	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_product_predicate_lifecycle_uses_constant_native_stack	materialized-output-sensitive; O(h+output) heap	typed tasks/values; negate fused into polarity	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:1976:self.evaluate(l, elem) | src/symbolic/sfa.rs:1976:self.evaluate(r, elem) | src/symbolic/sfa.rs:1977:self.evaluate(l, elem) | src/symbolic/sfa.rs:1977:self.evaluate(r, elem) | src/symbolic/sfa.rs:1978:self.evaluate(inner, elem)
D078	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	245	crate::IntervalAlgebra::normalize	-	default+all-features	production-library	unary Not depth	base ranges retain order	owned acyclic unary chain	no cap; parity exact	baseline input-depth native recursion	negation parity loop	tests/stack_safety_properties.rs::shallow_interval_negation_matches_parity + deep_interval_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::shallow_interval_negation_matches_parity + deep_interval_predicate_lifecycle_uses_constant_native_stack	O(h+r log r) work/O(r) output heap	cursor + parity bit; normalized ranges	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:276:self.normalize(inner)
D079	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sfa.rs	481	crate::CharClassAlgebra::normalize_u32	-	default+all-features	production-library	unary Not depth	base ranges retain order	owned acyclic unary chain	no cap; parity exact	baseline input-depth native recursion	negation parity loop	tests/stack_safety_properties.rs::shallow_character_class_negation_matches_parity + deep_character_class_predicate_lifecycle_uses_constant_native_stack	ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::shallow_character_class_negation_matches_parity + deep_character_class_predicate_lifecycle_uses_constant_native_stack	O(h+r log r) work/O(r) output heap	cursor + parity bit; normalized ranges	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sfa.rs:507:Self::normalize_u32(inner)
D080	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sft.rs	1054	crate::SymbolicFiniteTransducer < A , B >::check_output_equivalence_from	-	default+all-features	production-library	reachable product-state path	initial pairs and outgoing cross-product order stable	visited pair set handles cycles	first output mismatch terminates false	baseline input-depth native recursion	stable dense/sparse adjacency index plus visited-pair DFS frames	src/symbolic/sft.rs::functional-equivalence unit matrix	AdjacencyIndex.v + ContinuationMachine.v + stack-safety-ranks.smt2 + StackMachineProtocol.tla	stable dense/sparse lookup; exact transition order; semantic/output equivalence; strict visited-pair progress; native-stack independence	src/symbolic/sft.rs::transition_index_preserves_reference_filter_and_order + deep_functional_equivalence_product_path_uses_constant_native_stack (100,000 states/256 KiB)	index O(V1+E1+V2+E2); traversal O(R + sum of reachable outgoing cross-products); O(V1+V2+E1+E2+R+h) heap	one dense bucket per declared state; sparse buckets only for out-of-range sources; references indexed once; contiguous DFS frames; no per-frame outgoing allocation	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sft.rs:1077:self.check_output_equivalence_from(other, t1.to, t2.to, visited)
D081	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sft.rs	365	crate::SymbolicFiniteTransducer < A , B >::is_empty	-	default+all-features	production-library	none	none	not-applicable	not-applicable	none; callee resolves to a distinct symbol	source-dispatch-only	qualified-target/source inspection	source-dispatch proof; no recursive equation	callee identity differs from enclosing symbol	not applicable: no recursion	unchanged; target dispatch only	no recursion allocation	65d82ac550dfee5dceb627457895b035dde49683	false-positive-with-source-evidence	src/symbolic/sft.rs:366:self.domain_sfa().is_empty()
D082	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs	156	crate::SymbolicTreeAutomaton < A >::run	-	default+all-features	production-library	SymTerm depth	children left-to-right	owned acyclic term	no cap; exact reachable-state set	baseline input-depth native recursion	explicit postorder value machine plus borrowed constructor/arity/exact-child-tuple hybrid index	tests/stack_safety_properties.rs::deep_symbolic_tree_run_uses_constant_native_stack	OrderedForestMachine.v + TreeRunIndex.v + stack-safety-ranks.smt2	semantic reachable-set equivalence; deterministic source-order guard evaluation among applicable transitions; hybrid work never exceeds structural scan; deterministic one-probe-per-node bound; strict progress; native-stack independence	src/symbolic/sym_tree.rs::tree_run_refines_stable_transition_scan + deterministic_unary_run_uses_one_guard_probe_per_node + tests/stack_safety_properties.rs::deep_symbolic_tree_run_uses_constant_native_stack + src/symbolic/any_algebra.rs::deep_tree_singleton_construction_and_evaluation_use_constant_native_stack (512 cases; 100,000 levels/256 KiB)	index O(sum transition arities) expected work/O(E) references; per node O(min(structural bucket, reachable child-state Cartesian product) + applicable transitions); deterministic path O(input+transitions); O(h+reachable states+index) heap	borrowed keys; exactly two usize references per transition; reusable Cartesian/candidate scratch; first-child reachable-set allocation reused during reduction	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sym_tree.rs:158:self.run(c)
D083	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs	647	crate::TreeAlgebra < A >::compile	-	default+all-features	production-library	TreePred depth	children and Boolean operands left-to-right	owned acyclic predicate	no hidden cap	baseline input-depth native recursion	tree-algebra compilation PDA	tests/stack_safety_properties.rs::deep_tree_algebra_compile_uses_constant_native_stack	TreeTransducerScc.v + ContinuationMachine.v	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::deep_tree_algebra_compile_uses_constant_native_stack	automaton/output-sensitive; O(h) control heap	typed tasks and automata value stack	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sym_tree.rs:656:self.compile(a) | src/symbolic/sym_tree.rs:656:self.compile(b) | src/symbolic/sym_tree.rs:657:self.compile(a) | src/symbolic/sym_tree.rs:657:self.compile(b) | src/symbolic/sym_tree.rs:658:self.compile(x)
D084	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs	699	crate::TreeAlgebra < A >::witness	-	default+all-features	production-library	none	none	not-applicable	not-applicable	none; callee resolves to a distinct symbol	source-dispatch-only	qualified-target/source inspection	source-dispatch proof; no recursive equation	callee identity differs from enclosing symbol	not applicable: no recursion	unchanged; target dispatch only	no recursion allocation	65d82ac550dfee5dceb627457895b035dde49683	false-positive-with-source-evidence	src/symbolic/sym_tree.rs:700:self.compile(a).witness()
D085	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree_transducer.rs	166	crate::SymbolicTreeTransducer < A , B >::run_outputs	-	default+all-features	production-library	SymTerm depth	children/rules/cartesian outputs stable	owned acyclic input; output sharing unchanged	no hidden cap	baseline input-depth native recursion	symbolic-tree-transducer postorder frames with ownership-aware deterministic assembly	src/symbolic/sym_tree_transducer.rs::transduction unit matrix	OrderedForestMachine.v + OutputAssembly.v + stack-safety-ranks.smt2	semantic/order/error equivalence; exact selector order/value preservation; no-duplication bound; strict progress; native-stack independence	src/symbolic/sym_tree_transducer.rs::unary_transduction_preserves_exact_depth + owned_output_assembly_refines_clone_based_selection + deep_symbolic_tree_transduction_uses_constant_native_stack (512+512 cases; 100,000 levels/256 KiB)	O(input + emitted output) deterministic path; ambiguous path output-sensitive; O(h+child maps+outputs) heap	move singleton child outputs for one applicable rule; clone only repeated/ambiguous owned outputs; exact child-count frame capacity	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sym_tree_transducer.rs:168:self.run_outputs(c)
D086	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/transducer/traits.rs	582	crate::NeuralTransducer::vocab_size	-	default+all-features	production-library	none	none	not-applicable	not-applicable	none; callee resolves to a distinct symbol	source-dispatch-only	qualified-target/source inspection	source-dispatch proof; no recursive equation	callee identity differs from enclosing symbol	not applicable: no recursion	unchanged; target dispatch only	no recursion allocation	65d82ac550dfee5dceb627457895b035dde49683	false-positive-with-source-evidence	src/transducer/traits.rs:583:self.joiner().vocab_size()
D087	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/transducer.rs	214	crate::TreeTransducerOps::instantiate_output_pattern	-	default+all-features	production-library	input tree/output-pattern depth	rules, children, and cartesian products retain order	owned acyclic trees; state recursion explicit	invalid rule/state rejects; no depth cap	baseline input-depth native recursion	tree-transducer SCC PDA	tests/stack_safety_properties.rs::shallow_tree_transducer_preserves_identity_order + deep_tree_transduction_uses_constant_native_stack	TreeTransducerScc.v + StackMachineProtocol.tla	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::shallow_tree_transducer_preserves_identity_order + deep_tree_transduction_uses_constant_native_stack	output-sensitive; O(h+outputs) heap	StateFrame/PatternFrame task stack	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/transducer.rs:232:self.instantiate_output_pattern(subpattern, input)
D088	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/transducer.rs	402	crate::validate_pattern_states	-	default+all-features	production-library	TreePattern depth	children left-to-right	owned acyclic pattern	first invalid state/index rejects	baseline input-depth native recursion	tree-pattern preorder worklist	src/tree_transducers/transducer.rs::checked-rule validation unit matrix	OrderedForestMachine.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	src/tree_transducers/transducer.rs::checked_rule_validation_refines_recursive_state_and_index_rules + deep_checked_rule_validation_uses_constant_native_stack (512 cases; 100,000 levels/256 KiB)	O(n) work/O(h) heap	borrowed pending Vec	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/transducer.rs:424:validate_pattern_states(subtree, input_arity, num_states)
D089	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/tree.rs	107	crate::Tree < L >::replace	-	default+all-features	production-library	path length	path order exact; siblings preserved	owned acyclic tree	invalid index returns None	baseline input-depth native recursion	tree path zipper	src/tree_transducers/tree.rs::test_replace	OrderedForestMachine.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	src/tree_transducers/tree.rs::subtree_and_replace_refine_unary_path_semantics + deep_subtree_and_replace_use_constant_native_stack (512 cases; 100,000 edges/256 KiB)	O(path+rebuilt output) work/O(path+output) heap	ancestor zipper with exact child clones	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/tree.rs:118:self.children()[first].replace(&path[1..], replacement)
D090	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/tree.rs	73	crate::Tree < L >::map	-	default+all-features	production-library	Tree depth	children left-to-right	owned acyclic tree	no cap	baseline input-depth native recursion	tree postorder map frames	tests/stack_safety_properties.rs::shallow_tree_fold_and_map_match_iterative_reference + deep_tree_operations_use_constant_native_stack	OrderedForestMachine.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	tests/stack_safety_properties.rs::shallow_tree_fold_and_map_match_iterative_reference + deep_tree_operations_use_constant_native_stack	O(n) work/O(h+n output) heap	child-count frame capacity	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/tree.rs:79:self.children().iter().map(|c| c.map(f))
